ISO3v10,Continent,Country,GeoRegion,GeoSubregion,ElevationZone,Income Group,Lending Category,UrbanRuralDesignation,Population1990,Population2000,Population2010,Population2100,LandArea,PercentofCountryPopulation1990,PercentofCountryPopulation2000,PercentofCountryPopulation2010,PercentofCountryPopulation2100,PercentofCountryLandArea
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,135362,139906,154838,112603,179327,0,0,0,0,2
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,602187,717160,804375,648999,2688,2,2,2,2,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,160190,164594,182162,132260,201510,1,1,1,0,2
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,757320,895009,1003854,806509,3492,3,3,3,3,0
CAN,North America,Canada,Americas,Northern America,Total National Population,High income: OECD,Not Defined,Rural,4428864,4579699,5068499,4903672,9084045,16,15,15,16,99
CAN,North America,Canada,Americas,Northern America,Total National Population,High income: OECD,Not Defined,Urban,23269072,26106222,29281062,25619092,126511,84,85,85,84,1
CHE,Europe,Switzerland,Europe,Western Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,2018790,2003051,2147358,1357777,30190,30,28,28,26,79
CHE,Europe,Switzerland,Europe,Western Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,4815302,5164412,5554332,3785267,7898,70,72,72,74,21
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
CHE,Europe,Switzerland,Europe,Western Europe,Total National Population,High income: OECD,Not Defined,Rural,2018790,2003051,2147358,1357777,30190,30,28,28,26,79
CHE,Europe,Switzerland,Europe,Western Europe,Total National Population,High income: OECD,Not Defined,Urban,4815302,5164412,5554332,3785267,7898,70,72,72,74,21
CHL,South America,Chile,Americas,South America,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,7310322,8317653,9093798,16906640,693289,55,54,53,57,96
CHL,South America,Chile,Americas,South America,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,5426422,6592699,7613786,11564643,11566,41,43,44,39,2
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,51093,56409,61673,92017,7711,0,0,0,0,1
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,113632,132645,153190,238005,154,1,1,1,1,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,65644,72397,79153,130007,9380,0,0,0,0,1
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,156161,180298,208223,345851,206,1,1,1,1,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,7188,8091,8846,12789,1777,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,8418,10026,11578,12106,13,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,111551,122959,134432,228237,16129,1,1,1,1,2
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,323672,370174,427507,803518,461,2,2,2,3,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,10462,11863,12970,17021,2468,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,15039,18018,20808,19292,25,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,19548,21790,23823,27682,3598,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,28305,34376,39700,31978,47,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,30242,33494,36620,45300,5018,0,0,0,0,1
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,51355,61961,71557,77182,82,0,0,0,0,0
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,43544,48122,52612,72173,6852,0,0,0,0,1
CHL,South America,Chile,Americas,South America,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,90898,107140,123735,177738,129,1,1,1,1,0
CHL,South America,Chile,Americas,South America,Total National Population,Upper middle income,IBRD,Rural,7421873,8440612,9228231,17134878,709419,56,55,53,58,98
CHL,South America,Chile,Americas,South America,Total National Population,Upper middle income,IBRD,Urban,5750094,6962873,8041294,12368161,12028,44,45,47,42,2
CHN,Asia,China,Asia,Eastern Asia,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,616220816,555048500,564483196,644264433,8662121,54,44,42,40,94
CHN,Asia,China,Asia,Eastern Asia,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,338297776,481152100,545637334,637920966,313310,30,38,40,39,3
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,53573680,48314176,49135419,78990688,138361,5,4,4,5,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,72308968,100743736,114245669,150867840,43923,6,8,8,9,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,58162428,52109472,52995227,85869072,151922,5,4,4,5,2
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,80859320,113146192,128310334,170166000,49258,7,9,10,11,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,8793143,9508928,9670560,14798987,21630,1,1,1,1,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,5714371,9365330,10620495,13546786,5042,1,1,1,1,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,74681184,65477700,66590688,108693184,206456,7,5,5,7,2
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,106306424,150662000,170854106,228815088,67369,9,12,13,14,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,18287884,17960108,18265393,27920490,47591,2,1,1,2,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,13958958,21610836,24507175,31622872,11799,1,2,2,2,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,33408608,31142872,31672238,49132860,83907,3,2,2,3,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,35019576,49944508,56638199,73638376,23929,3,4,4,5,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,43796768,40131852,40814012,64325728,110395,4,3,3,4,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,53719688,74759752,84779245,110845192,33456,5,6,6,7,0
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,50753704,45972760,46754203,74739080,130191,4,4,3,5,1
CHN,Asia,China,Asia,Eastern Asia,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,67146680,93452248,105976957,139515744,40918,6,7,8,9,0
CHN,Asia,China,Asia,Eastern Asia,Total National Population,Upper middle income,IBRD,Rural,690902000,620526200,631073884,752957617,8868577,61,50,47,46,96
CHN,Asia,China,Asia,Eastern Asia,Total National Population,Upper middle income,IBRD,Urban,444604200,631814100,716491440,866736054,380679,39,50,53,54,4
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Rural,7535077,11031392,13044529,22808888,311053,60,66,65,59,98
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Urban,3849586,4087280,5108538,11387454,3119,30,24,25,29,1
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Rural,72355,113260,133929,348440,1020,1,1,1,1,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Urban,873947,1064054,1329922,2788500,256,7,6,7,7,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Rural,91180,143268,169413,441367,1371,1,1,1,1,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Urban,946216,1150033,1437383,3041129,282,7,7,7,8,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Rural,12100,16674,19717,51129,123,0,0,0,0,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Urban,221411,275969,344923,913523,62,2,2,2,2,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Rural,182178,297816,352165,909659,3759,1,2,2,2,1
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Urban,1090346,1318274,1647662,3573599,347,9,8,8,9,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Rural,17608,24300,28735,69851,226,0,0,0,0,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Urban,285849,351340,439126,1064551,86,2,2,2,3,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Rural,26510,38924,46028,124085,381,0,0,0,0,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Urban,463835,570237,712717,1606157,130,4,3,4,4,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Rural,44226,69002,81594,206647,607,0,0,0,1,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Urban,668596,818856,1023458,2175759,188,5,5,5,6,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Rural,62880,98486,116459,300824,875,0,1,1,1,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Urban,823316,1003264,1253942,2616711,239,7,6,6,7,0
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Total National Population,Lower middle income,IDA,Rural,7717256,11329208,13396694,23718548,314812,61,68,66,61,99
CIV,Africa,Cote d'Ivoire,Africa,Western Africa,Total National Population,Lower middle income,IDA,Urban,4939932,5405554,6756200,14961053,3466,39,32,34,39,1
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Rural,6950802,8109271,10708945,16801558,456460,60,55,53,57,99
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Urban,3893626,5638246,7802552,10584815,3421,33,38,39,36,1
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Rural,102926,118030,155868,200841,920,1,1,1,1,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Urban,254080,371557,514184,586854,107,2,3,3,2,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Rural,133375,152644,201579,257681,1277,1,1,1,1,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Urban,334759,484640,670674,785803,148,3,3,3,3,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Rural,12189,13833,18268,25448,64,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Urban,4605,6359,8801,11282,3,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Rural,215419,246435,325438,420451,2693,2,2,2,1,1
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Urban,591291,862390,1193428,1443639,259,5,6,6,5,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Rural,15518,17758,23451,32394,75,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Urban,7303,9590,13271,17072,5,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Rural,23574,27387,36167,49944,153,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Urban,29506,39961,55301,68894,16,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Rural,45502,52658,69539,92956,360,0,0,0,0,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Urban,121667,174876,242004,279628,54,1,1,1,1,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Rural,87048,99877,131895,169393,725,1,1,1,1,0
CMR,Africa,Cameroon,Africa,Middle Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Urban,213668,311806,431496,490307,91,2,2,2,2,0
CMR,Africa,Cameroon,Africa,Middle Africa,Total National Population,Lower middle income,IDA,Rural,7166222,8355706,11034382,17222010,459153,62,56,55,59,99
CMR,Africa,Cameroon,Africa,Middle Africa,Total National Population,Lower middle income,IDA,Urban,4484917,6500635,8995980,12028454,3680,38,44,45,41,1
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Rural,27940857,38818617,52077209,173427984,2277890,74,78,77,83,100
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Urban,9750291,11145313,15558586,35748400,8918,26,22,23,17,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Rural,5915,14517,19475,38723,709,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Urban,30484,31341,43751,69041,87,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Rural,6273,15501,20795,41418,753,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Urban,35965,36986,51631,81512,102,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Rural,866,2227,2987,5417,144,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Urban,49,47,66,92,1,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Rural,10756,23582,31636,61072,922,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Urban,62559,64577,90148,143844,144,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Rural,1404,3496,4691,8822,210,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Urban,9665,10051,14032,22660,8,0,0,0,0,0
COD,Africa,Democratic Republic of the Congo,Africa,Middle Africa,Elevations Less Than or Equal To 5m,Low income,IDA,Rural,3388,8802,11809,23364,471,0,0,0,0,0
